Id,label
1,0.47593421515867823
2,-0.271437911783936
3,-1.0
4,-1.0
5,-1.0
6,-1.0
7,0.47593421515867823
8,-0.271437911783936
9,-0.2526278730573857
10,-1.0
11,-1.0
12,-1.0
13,-1.0
14,-0.271437911783936
15,-1.0
16,-1.0
17,-0.2526278730573857
18,-1.0
19,-1.0
20,-1.0
21,-0.2526278730573857
22,-1.0
23,-1.0
24,-1.0
25,-1.0
26,0.47593421515867823
27,-0.2526278730573857
28,-0.271437911783936
29,1.0
30,-1.0
31,0.47593421515867823
32,-1.0
33,0.47593421515867823
34,0.47593421515867823
35,-1.0
36,0.47593421515867823
37,0.47593421515867823
38,0.47593421515867823
39,-1.0
40,-1.0
41,0.47593421515867823
42,-1.0
43,-1.0
44,-0.2526278730573857
45,-1.0
46,0.47593421515867823
47,-1.0
48,0.47593421515867823
49,0.47593421515867823
50,0.47593421515867823
51,-1.0
52,-0.2526278730573857
53,-1.0
54,-1.0
55,-0.271437911783936
56,-1.0
57,-1.0
58,-1.0
59,0.47593421515867823
60,0.47593421515867823
61,0.47593421515867823
62,0.47593421515867823
63,-1.0
64,0.47593421515867823
65,-1.0
66,-1.0
67,-1.0
68,-1.0
69,0.47593421515867823
70,-1.0
71,-0.271437911783936
72,0.47593421515867823
73,-1.0
74,-1.0
75,0.47593421515867823
76,-1.0
77,0.47593421515867823
78,-1.0
79,0.47593421515867823
80,0.47593421515867823
81,-1.0
82,-1.0
83,0.47593421515867823
84,0.47593421515867823
85,-0.47593421515867823
86,-1.0
87,0.47593421515867823
88,0.47593421515867823
89,0.47593421515867823
90,0.47593421515867823
91,-1.0
92,0.47593421515867823
93,0.47593421515867823
94,-1.0
95,0.47593421515867823
96,-0.271437911783936
97,-0.2526278730573857
98,-0.2526278730573857
99,0.47593421515867823
100,0.47593421515867823
101,-0.2526278730573857
102,0.47593421515867823
103,-1.0
104,-1.0
105,0.47593421515867823
106,0.47593421515867823
107,-1.0
108,-1.0
109,-1.0
110,0.47593421515867823
111,0.47593421515867823
112,-1.0
113,-1.0
114,-1.0
115,0.47593421515867823
116,-1.0
117,-1.0
118,-1.0
119,-0.271437911783936
120,-1.0
121,0.47593421515867823
122,-1.0
123,-1.0
124,0.47593421515867823
125,-1.0
126,-0.2526278730573857
127,0.47593421515867823
128,-1.0
129,-1.0
130,0.47593421515867823
131,-0.2526278730573857
132,-1.0
133,-0.271437911783936
134,-1.0
135,-1.0
136,-0.47593421515867823
137,-0.271437911783936
138,-1.0
139,0.47593421515867823
140,-1.0
141,-0.2526278730573857
142,0.47593421515867823
143,0.47593421515867823
144,-1.0
145,-1.0
146,-1.0
147,-1.0
148,-0.271437911783936
149,0.47593421515867823
150,-1.0
151,-1.0
152,-1.0
153,-1.0
154,0.47593421515867823
155,-1.0
156,-1.0
157,-0.271437911783936
158,-1.0
159,0.47593421515867823
160,0.47593421515867823
161,-1.0
162,-1.0
163,0.47593421515867823
164,-1.0
165,0.47593421515867823
166,-1.0
167,-0.2526278730573857
168,-1.0
169,0.47593421515867823
170,-0.271437911783936
171,0.47593421515867823
172,-0.271437911783936
173,-1.0
174,0.47593421515867823
175,0.47593421515867823
176,-1.0
177,0.47593421515867823
178,1.0
179,-1.0
180,-1.0
181,-0.2526278730573857
182,0.47593421515867823
183,-1.0
184,1.0
185,-1.0
186,-0.271437911783936
187,0.47593421515867823
188,-1.0
189,-1.0
190,-1.0
191,0.47593421515867823
192,-1.0
193,-1.0
194,-1.0
195,-1.0
196,0.47593421515867823
197,0.47593421515867823
198,-0.271437911783936
199,-1.0
200,-1.0
201,-0.2526278730573857
202,0.47593421515867823
203,-0.47593421515867823
204,0.47593421515867823
205,-1.0
206,-1.0
207,-0.2526278730573857
208,-0.271437911783936
209,0.47593421515867823
210,-1.0
211,-1.0
212,-1.0
213,0.47593421515867823
214,0.47593421515867823
215,0.47593421515867823
216,-1.0
217,-1.0
218,0.47593421515867823
219,-1.0
220,-1.0
221,-1.0
222,-1.0
223,-0.2526278730573857
224,-1.0
225,-1.0
226,-1.0
227,-1.0
228,0.47593421515867823
229,-1.0
230,0.47593421515867823
231,-0.47593421515867823
232,-0.271437911783936
233,-1.0
234,-1.0
235,0.47593421515867823
236,0.47593421515867823
237,-1.0
238,-0.271437911783936
239,1.0
240,0.47593421515867823
241,0.47593421515867823
242,-0.271437911783936
243,-0.2526278730573857
244,-1.0
245,-1.0
246,-1.0
247,0.47593421515867823
248,0.47593421515867823
249,-1.0
250,0.47593421515867823
251,-0.2526278730573857
252,-1.0
253,-1.0
254,0.47593421515867823
255,0.47593421515867823
256,-1.0
257,-0.2526278730573857
258,-1.0
259,-1.0
260,0.47593421515867823
261,-0.271437911783936
262,-1.0
263,-1.0
264,-1.0
265,-1.0
266,-1.0
267,0.47593421515867823
268,0.47593421515867823
269,0.47593421515867823
270,0.47593421515867823
271,-1.0
272,0.47593421515867823
273,-1.0
274,0.47593421515867823
275,-1.0
276,0.47593421515867823
277,0.47593421515867823
278,-1.0
279,-1.0
280,1.0
281,-1.0
282,0.47593421515867823
283,-0.271437911783936
284,-0.2526278730573857
285,0.47593421515867823
286,0.47593421515867823
287,-1.0
288,-1.0
289,0.47593421515867823
290,-1.0
291,-0.2526278730573857
292,-1.0
293,0.47593421515867823
294,-1.0
295,-1.0
296,-0.271437911783936
297,0.47593421515867823
298,-1.0
299,-1.0
300,0.47593421515867823
301,-1.0
302,-1.0
303,-0.271437911783936
304,-1.0
305,-0.271437911783936
306,-0.2526278730573857
307,-0.271437911783936
308,-1.0
309,0.47593421515867823
310,-1.0
311,0.47593421515867823
312,-0.2526278730573857
313,0.47593421515867823
314,-1.0
315,-1.0
316,-1.0
317,-1.0
318,0.47593421515867823
319,0.47593421515867823
320,-0.271437911783936
321,0.47593421515867823
322,-1.0
323,0.47593421515867823
324,-1.0
325,-1.0
326,-1.0
327,0.47593421515867823
328,0.47593421515867823
329,-0.271437911783936
330,-1.0
331,0.47593421515867823
332,-1.0
333,-1.0
334,-1.0
335,0.47593421515867823
336,-1.0
337,-0.271437911783936
338,0.47593421515867823
339,-1.0
340,-1.0
341,0.47593421515867823
342,0.47593421515867823
343,-1.0
344,-0.271437911783936
345,-1.0
346,-1.0
347,-1.0
348,-1.0
349,-1.0
350,-1.0
351,-1.0
352,-1.0
353,-1.0
354,-1.0
355,-1.0
356,-1.0
357,-1.0
358,0.47593421515867823
359,0.47593421515867823
360,-1.0
361,-0.2526278730573857
362,-1.0
363,-1.0
364,0.47593421515867823
365,0.47593421515867823
366,0.47593421515867823
367,0.47593421515867823
368,-1.0
369,-1.0
370,-1.0
371,-1.0
372,-1.0
