Id,SalePrice
1461,123274.91602011303
1462,153266.48545145354
1463,184981.23884525843
1464,186349.08426521387
1465,202185.90444826384
1466,172719.5655603541
1467,166490.04212347072
1468,164576.7633954077
1469,192605.18603432196
1470,117408.39499256742
1471,197527.27954095535
1472,101440.8474172466
1473,98842.90406839445
1474,151521.66040035675
1475,107654.9922903415
1476,383089.8536626325
1477,265829.86350149114
1478,275555.27456818765
1479,266359.92087270133
1480,465662.1293509376
1481,319102.9324278978
1482,211624.61058694797
1483,171929.007540827
1484,168053.93878945528
1485,177017.75232619437
1486,193729.79816333784
1487,305446.795800457
1488,232652.19253739004
1489,201754.16474785545
1490,224995.43233091992
1491,198868.37046391543
1492,93449.76162329278
1493,189572.30100594313
1494,292138.258834223
1495,291394.90972119774
1496,247972.34243785273
1497,175196.77254524955
1498,159631.51465410978
1499,156526.21630217743
1500,147699.9221895698
1501,184113.3912564476
1502,143861.36725946952
1503,285012.03495983995
1504,231538.85207689996
1505,222680.12075774945
1506,184988.28611209994
1507,238070.35701172275
1508,202028.48132943388
1509,166717.19407379907
1510,156295.0080742783
1511,164512.5842384062
1512,184407.69327443294
1513,152382.50931449895
1514,173177.35910526026
1515,206637.6091994114
1516,163882.34824190452
1517,164021.66878996577
1518,126857.78399114379
1519,240844.09752263373
1520,132882.6421904929
1521,142530.8014667582
1522,188290.27364619955
1523,102605.14313917025
1524,118405.26560661742
1525,122697.74525201073
1526,115622.26977313057
1527,100816.19464387759
1528,131653.39210874453
1529,151823.43238166673
1530,190490.05397791872
1531,126954.3760792892
1532,107984.10736957968
1533,154375.00818138552
1534,113117.02675318945
1535,155802.49836804942
1536,106533.44919018447
1537,64946.70553280422
1538,171821.5853180519
1539,230605.98686919032
1540,105601.62624383625
1541,141713.25665608566
1542,157304.76712386322
1543,215638.72198797233
1544,88932.43802579897
1545,105485.53133452924
1546,135430.38923354942
1547,157626.77450904058
1548,142121.3057403087
1549,131309.89725978198
1550,147062.1597729063
1551,124737.29288738736
1552,145161.32641763613
1553,156497.38614928132
1554,111114.97989341625
1555,173094.04131213363
1556,85536.68129727912
1557,118352.77590622629
1558,90274.84073442072
1559,94286.73889370712
1560,142534.32415939553
1561,129687.09503231825
1562,122900.40271354235
1563,122133.33164474298
1564,167710.2818682877
1565,149545.80975632888
1566,238689.51853907376
1567,72532.16515631304
1568,237753.81473734742
1569,132936.02466518694
1570,128851.28114830409
1571,128666.3335929141
1572,150939.31740300136
1573,274523.6892305221
1574,130356.46777822507
1575,248908.18593625294
1576,237642.55059152743
1577,191870.02956741478
1578,142718.86345090764
1579,144296.93679368915
1580,185709.26296393928
1581,141974.28976038826
1582,126130.60652060804
1583,334433.710176451
1584,230864.8356994134
1585,140236.50928366865
