Id,SalePrice
1461,119985.78372939018
1462,161345.47973376865
1463,186855.72298085323
1464,197219.0205702568
1465,192276.75359870173
1466,172264.8778065714
1467,177350.16358371338
1468,162824.24994510176
1469,182003.72085731488
1470,122803.7878037583
1471,195747.1942756947
1472,94996.16131297634
1473,94785.26891709717
1474,146687.3381044175
1475,112867.05908840711
1476,382907.07653419033
1477,249407.02302530062
1478,284817.8667333836
1479,284462.0437414796
1480,498524.02932870423
1481,319236.6118265205
1482,206196.2980260725
1483,179097.76390375072
1484,165747.74417029106
1485,182581.400235538
1486,196849.74493163795
1487,339190.41096347454
1488,230361.41427250393
1489,197219.33783263058
1490,237089.95796271047
1491,193360.78509433553
1492,91614.48189295684
1493,177129.16500544746
1494,290071.8672346568
1495,285906.2074676515
1496,239040.86194528994
1497,181260.47375355338
1498,164663.09173667204
1499,158686.8266191921
1500,154973.68348736182
1501,177061.30241198675
1502,144316.83853326674
1503,293340.76355973573
1504,239107.88650768148
1505,226610.69563282598
1506,187518.28077026358
1507,254218.9593630665
1508,198732.53780332408
1509,159399.89143077904
1510,143474.70654516475
1511,150799.6832788098
1512,172263.43953027745
1513,141898.75910697842
1514,158490.29475779182
1515,198525.2384599406
1516,150820.93621574607
1517,162916.85299019294
1518,130007.70682921642
1519,217141.7003410922
1520,131795.7993405957
1521,135341.3792043387
1522,172075.21668058558
1523,112457.48351277134
1524,124886.7029187484
1525,122301.28142861676
1526,111135.2145111452
1527,102992.26433311902
1528,134249.8382136954
1529,149549.18063737874
1530,174302.11149698598
1531,106072.64052467636
1532,95335.00190315125
1533,147628.77689750594
1534,124638.02329970208
1535,150927.16673961887
1536,105999.47519928408
1537,58805.824629845345
1538,147053.91184905946
1539,194422.10293903758
1540,94952.6465544844
1541,142464.33384893864
1542,141359.0614828553
1543,198616.73474105095
1544,82451.48326449978
1545,108518.57916521534
1546,133994.51314839802
1547,136489.46872309182
1548,136852.94896910797
1549,115727.78192246935
1550,135683.04699019837
1551,108847.39631646706
1552,138010.16397547102
1553,152544.0862272678
1554,111645.86784461729
1555,165129.16530409484
1556,84172.17398564552
1557,109943.63748917685
1558,100165.12632232379
1559,70046.17400411672
1560,133709.93299340867
1561,132073.8769536284
1562,129167.35661306234
1563,120032.18772424219
1564,163512.15359451444
1565,146300.46700912
1566,234233.2810518776
1567,76082.69884543635
1568,235847.88888875497
1569,134610.03963590792
1570,133636.80179699475
1571,117932.38245082715
1572,145916.29080285254
1573,244395.09687125197
1574,116326.70830057473
1575,220572.46572880476
1576,247313.06003014866
1577,187478.80600751293
1578,143526.2485871441
1579,147108.1894315732
1580,193182.49465863136
1581,151879.68844671996
1582,123797.90480961837
1583,308096.5920519853
1584,223866.69735927565
1585,140025.64208453236
1586,68054.3681884514
1587,98096.01467626968
1588,148674.84396915187
1589,99556.32519370008
1590,135435.80936185672
1591,94600.41296519901
1592,120170.56440669866
1593,124661.35313152875
1594,135825.19825982163
1595,107820.36402895428
1596,233274.1907376189
1597,193025.84551940294
1598,216612.38929143394
1599,163857.6418848277
1600,163247.59624286665
1601,64577.026015045325
1602,113367.98766529866
1603,78827.05819655421
1604,263509.89000580483
1605,238380.78668065695
1606,168373.8839779563
1607,166810.47206190554
1608,218764.11255049452
1609,184363.18816420998
1610,150442.74467407554
1611,138055.5186149701
1612,169593.831275351
1613,165932.95658450815
1614,122375.3228352239
1615,88968.15403456759
1616,74305.09551126245
1617,91987.51607083931
1618,125493.61670047886
1619,139524.7531002059
1620,155236.4396700376
1621,138838.832285966
1622,139176.56362107783
1623,258382.88252751756
1624,214896.0799486863
1625,118815.38128779855
1626,163912.91690693732
1627,194998.44103411902
1628,274728.49743798893
1629,178195.8337640612
1630,371307.47899951873
1631,220724.24022021668
1632,239836.5474749338
1633,168389.37259152328
1634,187482.2322985903
1635,176118.89328576621
1636,153049.62624184406
1637,203927.77449760123
1638,181573.16999945225
1639,185619.60884780783
1640,259471.47519269818
1641,178584.11761410948
1642,235040.56999424408
1643,217510.7642782321
1644,231768.40437361976
1645,201083.0346245916
1646,158581.11173701746
1647,156393.62309105185
1648,130986.19346279716
1649,139202.99655940136
1650,111084.5769201777
1651,121646.45485472804
1652,96395.09354297348
1653,98367.54646487904
1654,144483.3317840645
1655,140050.97940910744
1656,142326.58906850242
1657,146791.23127254375
1658,142811.6134554607
1659,118598.07334174636
1660,155886.7763091694
1661,465615.5063709215
1662,396341.3011869255
1663,389486.3285240971
1664,487971.33864894137
1665,308508.98752292903
1666,325825.25815665576
1667,382381.1295193358
1668,346813.3745477175
1669,296301.095507702
1670,352106.82811325655
1671,262494.7790405884
1672,444721.57301693567
1673,290322.8659202715
1674,240653.79743808514
1675,197233.09450798234
1676,196964.5742905475
1677,223285.66789296333
1678,469599.96159277565
1679,393950.9106040553
1680,346027.44850011024
1681,247302.12530176027
1682,302721.630762861
1683,182504.60686785667
1684,171630.4894282682
1685,172114.090610084
1686,167555.65705132767
1687,168147.8455681762
1688,191944.5602418267
1689,193089.15616670993
1690,192547.95352515735
1691,181374.63675026406
1692,261972.62695866733
1693,166111.76672078087
1694,181205.4650538423
1695,162207.0252611348
1696,271560.5389730796
1697,167054.65842614596
1698,362297.9224983248
1699,318633.4869458877
1700,253245.63586086495
1701,267431.27825780725
1702,247661.49057820803
1703,247379.76591216473
1704,278674.5057557757
1705,233265.89599528429
1706,438518.6534650477
1707,216981.32879781976
1708,206623.37239346257
1709,267965.26133521204
1710,219055.59757609593
1711,270057.4085117936
1712,260585.14783129044
1713,276705.82702169986
1714,223249.8857221102
1715,205214.544095871
1716,184128.28428054068
1717,170716.5751019664
1718,133945.50077263068
1719,200753.9785560147
1720,238207.12753088237
1721,165242.77204937924
1722,125239.8552488086
1723,155063.48850513858
1724,210611.7369337881
1725,239713.1901301673
1726,186889.80336465707
1727,159680.83944450808
1728,174954.38660252347
1729,169409.6897523022
1730,155930.51314196564
1731,121260.82199526834
1732,127492.05452508075
1733,117922.22162974229
1734,121184.69322833567
1735,127478.29685497297
1736,111240.8132710362
1737,282493.5121928503
1738,236375.18712788532
1739,266368.1050498948
1740,225328.33677042936
1741,194754.34332117494
1742,174787.03585371902
1743,175881.56323667272
1744,308142.6423258069
1745,223718.7345127578
1746,175367.07619349117
1747,210803.01100223055
1748,226718.1131834251
1749,148077.06938701632
1750,125738.21800859147
1751,245797.69870557403
1752,118129.15119847545
1753,149047.99171562906
1754,184848.36262486633
1755,169511.28243112235
1756,127206.61131830156
1757,121986.39535455682
1758,142780.0665370121
1759,159509.141126664
1760,166608.76229827918
1761,144140.6630336944
1762,181785.77178794311
1763,175273.07751352954
1764,113212.48788507364
1765,166763.27250003951
1766,184228.2381431852
1767,223416.3928550035
1768,143021.5177125101
1769,171982.27451020273
1770,147797.19171127293
1771,122096.63902200056
1772,133628.16960848751
1773,125503.1272203628
1774,138172.82766096332
1775,137981.51929111927
1776,123688.36603450682
1777,115274.25776197395
1778,138398.19517783716
1779,116946.5972276912
1780,172589.1068036702
1781,128766.77801274111
1782,86288.45074530685
1783,143743.01789235687
1784,104491.64929271556
1785,123294.51566673754
1786,131786.1783977907
1787,162721.59290880602
1788,57136.73276773145
1789,96055.35969370004
1790,76571.17918982937
1791,180379.89727496298
1792,161367.5140690519
1793,126026.63254402447
1794,150925.9036421821
1795,134909.96212004934
1796,118779.9832529106
1797,113687.5634567503
1798,122815.09268026231
1799,108748.92987827145
1800,132382.93954068955
1801,129857.72144719496
1802,126730.53269942469
1803,145988.42538809794
1804,143212.26761495502
1805,136128.53685901704
1806,123706.78984886532
1807,130842.30432952117
1808,120139.6414614753
1809,122220.37547444415
1810,140520.2486819745
1811,99758.54935121749
1812,99510.6687193876
1813,122303.05444913876
1814,97786.7274164689
1815,52385.0269689128
1816,99851.36655588627
1817,110964.34246263448
1818,148781.08549499523
1819,121638.66000966125
1820,55400.43243978038
1821,109774.10921067736
1822,149890.51321921978
1823,45607.37189140136
1824,132382.44135592098
1825,131374.78985559946
1826,102872.09283940666
1827,101365.83983728575
1828,135073.81519439974
1829,117022.78419930769
1830,143036.3527610221
1831,141843.9235582647
1832,77313.10500707985
1833,138425.94350721122
1834,117484.07682052732
1835,117943.53293865843
1836,127046.959371974
1837,89481.53794173776
1838,122680.94060904649
1839,94607.7341334554
1840,147150.21884435494
1841,136924.52645446354
1842,85016.31488853706
1843,127841.24075450284
1844,134265.1324934956
1845,138162.69249897805
1846,154637.93807842484
1847,164151.5933734648
1848,53161.58031609723
1849,113829.03733733822
1850,116437.81138934469
1851,155081.74277741942
1852,124537.68166771425
1853,129464.79769813025
1854,171261.9268059742
1855,151898.99036481726
1856,222152.52082026226
1857,155807.66414095307
1858,139521.84020446008
1859,117076.1135120118
1860,148473.1017356906
1861,116686.73184420215
1862,300377.0321927099
1863,283978.1179691502
1864,284121.20096108795
1865,336841.5852804218
1866,336064.9213231029
1867,230944.48472934024
1868,301670.7325042131
1869,203713.1628643129
1870,229640.30655919836
1871,246752.7608109429
1872,171813.59389920312
1873,241353.8456677833
1874,146524.80958095344
1875,199354.75888405734
1876,198206.6338988069
1877,211204.89702319092
1878,206119.6450079093
1879,128145.08738892575
1880,132430.64707719412
1881,247721.86723398755
1882,248388.9668539514
1883,189203.91617042327
1884,207618.19719476622
1885,237493.79369007563
1886,289382.45052297675
1887,210047.02809009806
1888,269719.77101118915
1889,165163.27243054972
1890,118490.11042817422
1891,129880.69197997652
1892,100019.19602669624
1893,130670.02256587177
1894,127330.0391372719
1895,133626.4598345224
1896,127829.2441427524
1897,113723.68082770222
1898,111064.03460455676
1899,157351.63930626164
1900,146098.62106365492
1901,172903.55059804185
1902,150652.71965867747
1903,211798.2821243863
1904,139307.08373490965
1905,197633.9022720317
1906,163485.19791219773
1907,207857.7846559944
1908,108424.48718041052
