SK_ID_CURR,TARGET
100001,0.05201885053211115
100005,0.18439595264237468
100013,0.03332570866773751
100028,0.06840933973345162
100038,0.23082864263689115
100042,0.059708782097482094
100057,0.011161322415661496
100065,0.04918492361415343
100066,0.018710283609667516
100067,0.10809828254440694
100074,0.08195554638792193
100090,0.04413757261016419
100091,0.25030890743337575
100092,0.08575228503712165
100106,0.062169366195352155
100107,0.22664518970791145
100109,0.09005952309761042
100117,0.03004251037108733
100128,0.14017515232112565
100141,0.04267775663350508
100150,0.04235746337741655
100168,0.015752061785326295
100169,0.05720506788268455
100170,0.26644406632032885
100171,0.08149219955656044
100172,0.16350945549172397
100184,0.1552108454301594
100187,0.09991879269138046
100212,0.05467922741864183
100222,0.06947470851641618
100223,0.03466119783542938
100232,0.016869696735006393
100241,0.21273069684132884
100245,0.03574013543994637
100253,0.0402839916436422
100256,0.08468181347830372
100271,0.01174394976480096
100278,0.5598570238086975
100280,0.016927648758958472
100306,0.2327515813650373
100311,0.11676058420235534
100312,0.030559565187995484
100330,0.1806043197829615
100331,0.0370442525935402
100352,0.15551663023644824
100358,0.13444302984241646
100367,0.03622572049416866
100382,0.16703691696067996
100384,0.15343355652341584
100385,0.11633886521054335
100386,0.03479717007398525
100399,0.053216193633047304
100404,0.05277123019242608
100416,0.02311846553195419
100422,0.048677213786371985
100426,0.04738911831602864
100438,0.055691122350147504
100444,0.20452584789544978
100445,0.18447154390848564
100446,0.08315707731204267
100447,0.03031386169180297
100450,0.17275751144573406
100466,0.024108160093734007
100483,0.03355689795668497
100484,0.030711352458301998
100494,0.09386858634387732
100510,0.21025926268352962
100512,0.021158764157417465
100517,0.055829789067472546
100548,0.034793314521428594
100551,0.06389356260556515
100552,0.11331035069704759
100553,0.021555532632384976
100561,0.19444777465091967
100568,0.46330918737708154
100569,0.02394934529139893
100591,0.13520044655502306
100592,0.041328482735185836
100602,0.04454873915485254
100607,0.10640900908619168
100613,0.09219147226413456
100617,0.12375511913764412
100618,0.13482949424442553
100622,0.0895645875847964
100625,0.17240965636300443
100677,0.11516224059122172
100699,0.0586627946165925
100702,0.45866475731502987
100711,0.04152691406795413
100729,0.1682275427357822
100740,0.24976264060420408
100744,0.1611735776196505
100745,0.06521046306741429
100747,0.1046861051044704
100751,0.597509954491434
100752,0.04572867959984471
100753,0.2973071947081415
100754,0.41106028344625456
100760,0.05942909650763144
100762,0.12743711062003188
100763,0.04783687980588256
100765,0.0252786237357533
100770,0.12229980245492163
100772,0.03670128229673261
100777,0.027212684586156353
100791,0.023590705386174166
100792,0.01307648592397233
100797,0.04390870922029963
100823,0.04925685372795424
100826,0.050943682490032845
100830,0.06003055098890355
100836,0.29997549987943095
100872,0.08942232798686336
100910,0.06399709646248616
100913,0.14175074686182124
100918,0.02370239154821035
100931,0.01670463243969822
100952,0.03830985724654498
100953,0.02942658160149349
100965,0.2262347053501541
100970,0.03778921655288249
100982,0.22825315622627265
100983,0.4705203019367573
100984,0.08758116818703386
100987,0.05269007849778028
100997,0.05523490914142741
100998,0.33346911948904
101002,0.06735853086830625
101005,0.18102815611916734
101008,0.49239202163266704
101020,0.06993469522288004
101021,0.09765931006321739
101024,0.05484260563100771
101025,0.2658380568328629
101026,0.04391848718434549
101031,0.023029366982657125
101041,0.022834660618119368
101051,0.011172255795388376
101055,0.10653599663624753
101056,0.314070536833432
101057,0.04587251579267927
101064,0.0203830813639908
101079,0.08758486787084432
101087,0.01802655907749188
101090,0.04213599647610082
101092,0.12692316026074293
101097,0.2014626324078792
101099,0.02490428352771268
101107,0.1508799261574954
101118,0.042173199887259816
101125,0.156841678351308
101126,0.013565286589651752
101128,0.0195795697760131
101136,0.054328429574309
101140,0.22175897866676508
101149,0.1268462069787392
101160,0.18304358628042705
101169,0.2614421211559927
101181,0.07113858791284013
101186,0.015331025930587099
101190,0.043027102270017055
101193,0.13957115811257642
101194,0.1598910755558368
