SK_ID_CURR,TARGET
100001,0.025238020508636157
100005,0.10230190022036559
100013,0.0203212791196538
100028,0.038617849386721484
100038,0.13816334334873995
100042,0.04704039283259136
100057,0.007816035602312074
100065,0.02529322458752436
100066,0.009164515063202091
100067,0.1046699763402659
100074,0.06563452820225098
100090,0.021499377384023435
100091,0.1967955749650222
100092,0.04357308947278499
100106,0.043984094805191234
100107,0.15843653000875907
100109,0.0614324777826116
100117,0.0183132550425526
100128,0.11426664371816977
100141,0.02939485659971476
100150,0.022990525583065732
100168,0.011468128448391759
100169,0.044040711963187644
100170,0.19097550401931324
100171,0.044556300731253315
100172,0.09629957848109649
100184,0.10191483277471065
100187,0.05211063863757738
100212,0.027448647162999378
100222,0.04415412823505217
100223,0.03279270752473033
100232,0.012340725053509981
100241,0.1677592622585346
100245,0.02754836430730596
100253,0.01677984139241201
100256,0.04949127235422847
100271,0.005965073111328093
100278,0.4449498810861464
100280,0.014156639587002967
100306,0.1736200973146264
100311,0.07114291403477639
100312,0.019963173951361504
100330,0.15713597069564683
100331,0.02864192428926671
100352,0.12560549859427897
100358,0.07763411868490255
100367,0.024719951328857778
100382,0.11869166329048741
100384,0.10997090364475937
100385,0.08947120073171017
100386,0.02664334126855121
100399,0.04717201395484427
100404,0.028236540746910406
100416,0.020032590574434832
100422,0.04271951402801508
100426,0.025054618129475074
100438,0.04743931308359738
100444,0.1621442025003374
100445,0.1314396936388754
100446,0.05601548964008824
100447,0.028068780275273354
100450,0.1275330703264249
100466,0.01534316704540721
100483,0.018853467145620764
100484,0.019497414980248387
100494,0.07142222004958335
100510,0.14924204210277475
100512,0.014287258238788413
100517,0.059514489004510764
100548,0.02121040961046343
100551,0.03769948301674312
100552,0.08706604519551533
100553,0.01071229985859936
100561,0.12537108970151417
100568,0.3456926931846233
100569,0.015561320494143886
100591,0.06669267710287585
100592,0.029910725707937454
100602,0.025974749482485602
100607,0.06631385357974261
100613,0.0659795335522489
100617,0.0964390075161436
100618,0.07132814108638232
100622,0.05060291999020765
100625,0.13045083254142226
100677,0.09260140746377157
100699,0.044321850198916594
100702,0.2997849264511326
100711,0.025508365475326013
100729,0.09919477051604471
100740,0.17575388850139356
100744,0.09215400671988626
100745,0.04576429888395783
100747,0.07205422809076338
100751,0.48277365632273395
100752,0.023297303779086034
100753,0.23612838566348743
100754,0.30080757491206833
100760,0.02918200570836638
100762,0.10853331872858922
100763,0.032084528319351165
100765,0.014892436846439533
100770,0.07115360876411739
100772,0.024672298560521284
100777,0.01911436258660747
100791,0.01297133111783155
100792,0.007212460702247835
100797,0.029699260704618133
100823,0.03410419692059825
100826,0.032135427373773055
100830,0.034419057190974926
100836,0.22712429583153126
100872,0.05783284095025312
100910,0.05128398514307472
100913,0.09369150969803258
100918,0.01677489103637751
100931,0.012868032836634657
100952,0.03129443147249486
100953,0.022727396615846295
100965,0.14673352875414664
100970,0.02402344336148481
100982,0.16315994791458022
100983,0.30364361129959017
100984,0.0649214958196308
100987,0.03191253181825139
100997,0.038433809991796304
100998,0.26988953485517775
101002,0.04859476375517126
101005,0.10971550517508327
101008,0.31750128558753027
101020,0.061764332148585635
101021,0.0922591710870703
101024,0.04813655776365997
101025,0.17018980685149313
101026,0.03043786476407903
101031,0.017143362958455716
101041,0.014050520920221406
101051,0.008165000573408859
101055,0.07325390647708699
101056,0.20018940057629336
101057,0.019533261892644236
101064,0.014971248687399312
101079,0.05723473543335564
101087,0.008937335490185695
101090,0.0313647636939654
101092,0.0891389846015895
101097,0.14761067624607493
101099,0.017445951166040266
101107,0.11574629727043576
101118,0.030061988247061713
101125,0.08480290396575688
101126,0.007703829872400355
101128,0.014547046842986154
101136,0.0329849386064306
101140,0.12223998494024146
101149,0.10200359843296679
101160,0.12212746265003806
101169,0.17871426300017357
101181,0.053950694296360874
101186,0.00905802361816112
101190,0.028650473341421588
101193,0.08625165059839851
101194,0.12197868073546553
101198,0.15265041274037489
101200,0.03381912523241294
101204,0.015622000448595609
101211,0.06521558243320288
101213,0.04119623259426175
101223,0.024103544821983538
101225,0.1151443575424661
101237,0.03878982369390654
101243,0.06268165429188607
101244,0.11246370900293834
101258,0.02548594456805942
101259,0.12638035425218277
101268,0.11152572951514808
101269,0.03527308166523845
101271,0.03574812853936376
101279,0.03936226440786546
101281,0.29734811975154046
