SK_ID_CURR,TARGET
100001,0.03139599194205951
100005,0.09301813996257384
100013,0.011203403255020655
100028,0.02958091386749881
100038,0.14216624514329068
100042,0.030976895876233198
100057,0.01021654024642979
100065,0.026607682822141158
100066,0.01187764488296832
100067,0.12256278504863403
100074,0.05196079983425414
100090,0.04164389352449272
100091,0.17182822381112484
100092,0.061933852018567284
100106,0.03743195507430071
100107,0.16646880857860363
100109,0.06043802615591081
100117,0.014831997014180483
100128,0.08352838209542524
100141,0.030416938151182314
100150,0.022144824838748328
100168,0.009585176552234911
100169,0.02844041343371198
100170,0.21671751115532126
100171,0.06289483112334096
100172,0.12158700145030246
100184,0.10125977148429403
100187,0.0661323812055268
100212,0.03372623676618629
100222,0.040740670746243865
100223,0.019655920469772235
100232,0.01577706349637316
100241,0.1803915267802385
100245,0.02293746392633484
100253,0.014986051122037769
100256,0.08535532192044715
100271,0.006779941391123366
100278,0.37110830957583657
100280,0.013102199851401026
100306,0.25600973847246034
100311,0.12846489144944379
100312,0.028959735030380077
100330,0.09193136841895203
100331,0.024608904182689822
100352,0.1789872075962268
100358,0.0771954008767351
100367,0.029044844146550557
100382,0.05482466339018539
100384,0.0955778216916024
100385,0.09850869844014569
100386,0.012743975873678624
100399,0.03241260251928914
100404,0.022549076530996158
100416,0.01152325674960652
100422,0.015347676376771563
100426,0.04720488956532792
100438,0.02915179500036477
100444,0.15860218204570903
100445,0.12547246940218781
100446,0.08089016345258218
100447,0.029416678272787652
100450,0.06528217550684279
100466,0.012997630480015013
100483,0.030296693137229738
100484,0.02467794651323461
100494,0.059416997440373376
100510,0.25764947653905673
100512,0.02363348185261269
100517,0.045814700821775536
100548,0.011896674220634208
100551,0.08044283124298704
100552,0.043311964249544255
100553,0.013772852680767526
100561,0.09677267363111211
100568,0.38197710784349415
100569,0.013622447040976746
100591,0.07798273196537904
100592,0.028080865820960057
100602,0.03475228204989379
100607,0.04541621537485158
100613,0.06324813763047481
100617,0.08174118588109494
100618,0.07122730709740042
100622,0.027129024291514755
100625,0.06997578286802576
100677,0.06788335838787152
100699,0.04594598859101644
100702,0.3390322177722932
100711,0.029271749531406474
100729,0.11239623466271198
100740,0.20454940985121928
100744,0.1443663745957086
100745,0.02479052521984309
100747,0.0690794681564445
100751,0.5082630026372443
100752,0.030986981530985135
100753,0.15103195338414124
100754,0.25637343367149296
100760,0.0242374986365
100762,0.08763833182936293
100763,0.04867724413578903
100765,0.01775274320574957
100770,0.07506246051043339
100772,0.018644604621130698
100777,0.02681471156670457
100791,0.015485908382959011
100792,0.010164732789780882
100797,0.02101972676211744
100823,0.031664058556993585
100826,0.02265754300955862
100830,0.01352240638283958
100836,0.18008880777599937
100872,0.03243701231688132
100910,0.03609763777815738
100913,0.049940279009084515
100918,0.00577933015297653
100931,0.010618498465608955
100952,0.03217698614841733
100953,0.024302716862943094
100965,0.10385844068648675
100970,0.025994701176452622
100982,0.21725199432570222
100983,0.22824870562100874
100984,0.08064150676579976
100987,0.029909757881762394
100997,0.03299227304492463
100998,0.22717409860764004
101002,0.04957169428433572
101005,0.13823716443939146
101008,0.3009292853662805
101020,0.04536171582068918
101021,0.0704961382833571
101024,0.03442291253476456
101025,0.1934362258599547
101026,0.02563387495119497
101031,0.016577106693906628
101041,0.01707119530018459
101051,0.004046418905140078
101055,0.049116152674572686
101056,0.1696830374033423
101057,0.02961042437200196
101064,0.009483795817917947
101079,0.0491296448334666
101087,0.010615005352421405
101090,0.024109127596255227
101092,0.09260311864758285
101097,0.12531476940791977
101099,0.013324435688602455
101107,0.10055773127921991
101118,0.032774701431715264
101125,0.10971720652992092
101126,0.013196071402685115
101128,0.009019486748667987
101136,0.01966641605277851
101140,0.14569312757102876
